completed_at,content_generation_job_id,cost_input_cached,cost_input_joined,cost_input_non_cached,cost_output,job_category,job_name,llm_name,nb_tokens_input_cached,nb_tokens_input_joined,nb_tokens_input_non_cached,nb_tokens_output,pipe_job_ids,pipeline_run_id,platform_llm_id,started_at,unit_job_id
2025-11-14 14:13:37.752746,make_object_direct,0,7.601e-05,7.601e-05,5.712e-05,llm_job,,meta-llama/llama-4-scout-17b-16e-instruct,0,691,691,168,"['pipe_builder', 'draft_the_plan', 'draft_the_concepts', 'structure_concepts', 'draft_flow', 'review_flow', 'design_pipe_signatures', 'write_bundle_header', 'detail_pipe_spec', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_sequence', 'assemble_pipelex_bundle_spec']",WaQKxmjCQCKr5musHCCCqS,meta-llama/llama-4-scout-17b-16e-instruct,2025-11-14 14:13:37.769417,llm_gen_object
2025-11-14 14:13:37.752746,make_object_direct,0,7.59e-05,7.59e-05,4.318e-05,llm_job,,meta-llama/llama-4-scout-17b-16e-instruct,0,690,690,127,"['pipe_builder', 'draft_the_plan', 'draft_the_concepts', 'structure_concepts', 'draft_flow', 'review_flow', 'design_pipe_signatures', 'write_bundle_header', 'detail_pipe_spec', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_sequence', 'assemble_pipelex_bundle_spec']",WaQKxmjCQCKr5musHCCCqS,meta-llama/llama-4-scout-17b-16e-instruct,2025-11-14 14:13:37.769417,llm_gen_object
2025-11-14 14:13:37.752746,make_object_direct,0,0.00024057,0.00024057,9.282000000000001e-05,llm_job,,meta-llama/llama-4-scout-17b-16e-instruct,0,2187,2187,273,"['pipe_builder', 'draft_the_plan', 'draft_the_concepts', 'structure_concepts', 'draft_flow', 'review_flow', 'design_pipe_signatures', 'write_bundle_header', 'detail_pipe_spec', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_sequence', 'assemble_pipelex_bundle_spec']",WaQKxmjCQCKr5musHCCCqS,meta-llama/llama-4-scout-17b-16e-instruct,2025-11-14 14:13:37.769417,llm_gen_object
2025-11-14 14:13:37.752746,make_object_direct,0,0.00018579000000000002,0.00018579000000000002,0.00021862000000000002,llm_job,,meta-llama/llama-4-scout-17b-16e-instruct,0,1689,1689,643,"['pipe_builder', 'draft_the_plan', 'draft_the_concepts', 'structure_concepts', 'draft_flow', 'review_flow', 'design_pipe_signatures', 'write_bundle_header', 'detail_pipe_spec', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_sequence', 'assemble_pipelex_bundle_spec']",WaQKxmjCQCKr5musHCCCqS,meta-llama/llama-4-scout-17b-16e-instruct,2025-11-14 14:13:37.769417,llm_gen_object
2025-11-14 14:13:37.752746,make_object_direct,0,0.0001045,0.0001045,0.00021386000000000002,llm_job,,meta-llama/llama-4-scout-17b-16e-instruct,0,950,950,629,"['pipe_builder', 'draft_the_plan', 'draft_the_concepts', 'structure_concepts', 'draft_flow', 'review_flow', 'design_pipe_signatures', 'write_bundle_header', 'detail_pipe_spec', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_sequence', 'assemble_pipelex_bundle_spec']",WaQKxmjCQCKr5musHCCCqS,meta-llama/llama-4-scout-17b-16e-instruct,2025-11-14 14:13:37.769417,llm_gen_object
2025-11-14 14:13:37.752746,make_object_direct,0,0.00028259,0.00028259,8.806000000000001e-05,llm_job,,meta-llama/llama-4-scout-17b-16e-instruct,0,2569,2569,259,"['pipe_builder', 'draft_the_plan', 'draft_the_concepts', 'structure_concepts', 'draft_flow', 'review_flow', 'design_pipe_signatures', 'write_bundle_header', 'detail_pipe_spec', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_sequence', 'assemble_pipelex_bundle_spec']",WaQKxmjCQCKr5musHCCCqS,meta-llama/llama-4-scout-17b-16e-instruct,2025-11-14 14:13:37.769417,llm_gen_object
2025-11-14 14:13:37.752746,make_object_direct,0,8.052000000000001e-05,8.052000000000001e-05,1.3260000000000002e-05,llm_job,,meta-llama/llama-4-scout-17b-16e-instruct,0,732,732,39,"['pipe_builder', 'draft_the_plan', 'draft_the_concepts', 'structure_concepts', 'draft_flow', 'review_flow', 'design_pipe_signatures', 'write_bundle_header', 'detail_pipe_spec', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_sequence', 'assemble_pipelex_bundle_spec']",WaQKxmjCQCKr5musHCCCqS,meta-llama/llama-4-scout-17b-16e-instruct,2025-11-14 14:13:37.769417,llm_gen_object
2025-11-14 14:13:37.752746,make_object_direct,0,0.00030118,0.00030118,4.114e-05,llm_job,,meta-llama/llama-4-scout-17b-16e-instruct,0,2738,2738,121,"['pipe_builder', 'draft_the_plan', 'draft_the_concepts', 'structure_concepts', 'draft_flow', 'review_flow', 'design_pipe_signatures', 'write_bundle_header', 'detail_pipe_spec', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_sequence', 'assemble_pipelex_bundle_spec']",WaQKxmjCQCKr5musHCCCqS,meta-llama/llama-4-scout-17b-16e-instruct,2025-11-14 14:13:37.769417,llm_gen_object
2025-11-14 14:13:37.752746,make_object_direct,0,0.00022275000000000002,0.00022275000000000002,3.672e-05,llm_job,,meta-llama/llama-4-scout-17b-16e-instruct,0,2025,2025,108,"['pipe_builder', 'draft_the_plan', 'draft_the_concepts', 'structure_concepts', 'draft_flow', 'review_flow', 'design_pipe_signatures', 'write_bundle_header', 'detail_pipe_spec', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_sequence', 'assemble_pipelex_bundle_spec']",WaQKxmjCQCKr5musHCCCqS,meta-llama/llama-4-scout-17b-16e-instruct,2025-11-14 14:13:37.769417,llm_gen_object
2025-11-14 14:13:37.752746,make_object_direct,0,0.00062161,0.00062161,6.936e-05,llm_job,,meta-llama/llama-4-scout-17b-16e-instruct,0,5651,5651,204,"['pipe_builder', 'draft_the_plan', 'draft_the_concepts', 'structure_concepts', 'draft_flow', 'review_flow', 'design_pipe_signatures', 'write_bundle_header', 'detail_pipe_spec', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_llm', 'detail_pipe_spec', 'detail_pipe_sequence', 'assemble_pipelex_bundle_spec']",WaQKxmjCQCKr5musHCCCqS,meta-llama/llama-4-scout-17b-16e-instruct,2025-11-14 14:13:37.769417,llm_gen_object
